726;1000640;4716058302312;SUJETADOR MAGNETICO 85X85CM;209;4;11870,66606
726;1000640;2000001000649;SUJETADOR MAGNETICO 85X85CM;209;4;11870,66606
726;1000640;7807991000643;SUJETADOR MAGNETICO 85X85CM;209;4;11870,66606
726;1000640;7807999063930;SUJETADOR MAGNETICO 85X85CM;209;4;11870,66606
726;1000659;4716058302329;SUJETADOR MAGNETICO 110X110CM;209;8;21000,67213
726;1000659;2000001000656;SUJETADOR MAGNETICO 110X110CM;209;8;21000,67213
726;1000659;7807991000650;SUJETADOR MAGNETICO 110X110CM;209;8;21000,67213
726;1000659;7807999063947;SUJETADOR MAGNETICO 110X110CM;209;8;21000,67213
726;1008811;7807991008816;DISCO SIERRA 91/425MM 40DTE B;209;14;45878,18127
726;1008811;3165140351119;DISCO SIERRA 91/425MM 40DTE B;209;14;45878,18127
726;1008811;2000001008812;DISCO SIERRA 91/425MM 40DTE B;209;14;45878,18127
726;1010573;7807991010574;MULTIFLEX 14 AWG 1KV;207;98;1342,920385
726;1010573;7804625186629;MULTIFLEX 14 AWG 1KV;207;98;1342,920385
726;1010573;7800100007571;MULTIFLEX 14 AWG 1KV;207;98;1342,920385
726;1010573;7800100006321;MULTIFLEX 14 AWG 1KV;207;98;1342,920385
726;1010573;7800100004761;MULTIFLEX 14 AWG 1KV;207;98;1342,920385
726;1010573;2000001010570;MULTIFLEX 14 AWG 1KV;207;98;1342,920385
726;1010581;7807991010581;MULTIFLEX 12 AWG 1KV;207;93;2071,053033
726;1010581;7800100007588;MULTIFLEX 12 AWG 1KV;207;93;2071,053033
726;1010581;7800100006345;MULTIFLEX 12 AWG 1KV;207;93;2071,053033
726;1010581;7800100004778;MULTIFLEX 12 AWG 1KV;207;93;2071,053033
726;1010581;2000001010587;MULTIFLEX 12 AWG 1KV;207;93;2071,053033
726;1010603;7800100007601;MULTIFLEX 3X16 AWG 1KV;207;0;3324,408752
726;1010603;7807991010604;MULTIFLEX 3X16 AWG 1KV;207;0;3324,408752
726;1010603;7804625189170;MULTIFLEX 3X16 AWG 1KV;207;0;3324,408752
726;1010603;7800100006369;MULTIFLEX 3X16 AWG 1KV;207;0;3324,408752
726;1010603;2000001010600;MULTIFLEX 3X16 AWG 1KV;207;0;3324,408752
726;1010603;7800100004792;MULTIFLEX 3X16 AWG 1KV;207;0;3324,408752
726;1010611;2000001010617;MULTIFLEX 3X14 AWG 1KV;207;0;4685,003463
726;1010611;7800100004808;MULTIFLEX 3X14 AWG 1KV;207;0;4685,003463
726;1010611;7800100006352;MULTIFLEX 3X14 AWG 1KV;207;0;4685,003463
726;1010611;7800100007618;MULTIFLEX 3X14 AWG 1KV;207;0;4685,003463
726;1010611;7804625189163;MULTIFLEX 3X14 AWG 1KV;207;0;4685,003463
726;1010611;7807991010611;MULTIFLEX 3X14 AWG 1KV;207;0;4685,003463
726;101062X;7800100004815;MULTIFLEX 3X12 AWG 1KV;207;0;5898,14456
726;101062X;7804625186612;MULTIFLEX 3X12 AWG 1KV;207;0;5898,14456
726;101062X;7804625189156;MULTIFLEX 3X12 AWG 1KV;207;0;5898,14456
726;101062X;7800100007625;MULTIFLEX 3X12 AWG 1KV;207;0;5898,14456
726;101062X;2000001010624;MULTIFLEX 3X12 AWG 1KV;207;0;5898,14456
726;101062X;7807991010628;MULTIFLEX 3X12 AWG 1KV;207;0;5898,14456
726;101192;20101190;TENAZA CARPINTERA 8   REDL..;209;3;7684,484772
726;101192;2000000101194;TENAZA CARPINTERA 8   REDL..;209;3;7684,484772
726;101192;4716058004032;TENAZA CARPINTERA 8   REDL..;209;3;7684,484772
726;101192;6931598210820;TENAZA CARPINTERA 8   REDL..;209;3;7684,484772
726;101192;7807990101198;TENAZA CARPINTERA 8   REDL..;209;3;7684,484772
726;101192;7807999022869;TENAZA CARPINTERA 8   REDL..;209;3;7684,484772
726;101192;7807999030024;TENAZA CARPINTERA 8   REDL..;209;3;7684,484772
726;1012X;2000000010120;SET ATORNILLADORES 4PZ PTOOLS.;209;23;4089,572365
726;1012X;47669095596;SET ATORNILLADORES 4PZ PTOOLS.;209;23;4089,572365
726;1012X;4716058001550;SET ATORNILLADORES 4PZ PTOOLS.;209;23;4089,572365
726;1012X;4716058301773;SET ATORNILLADORES 4PZ PTOOLS.;209;23;4089,572365
726;1012X;7807990010124;SET ATORNILLADORES 4PZ PTOOLS.;209;23;4089,572365
726;1012X;20010126;SET ATORNILLADORES 4PZ PTOOLS.;209;23;4089,572365
726;101370;7807990101372;MANGUERA MALLAFLEX 1/2  P/COMP;209;87;3854,457577
